CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
16-01-0910-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,"12 AVENIDA 2-12, ZONA 1",79521765,MERCEDES JOSEFINA TORRES GALVEZ,HECTOR VIDAL BOL CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79521765,," 1 2 A V .  2 - 1 2 ,  Z O N A  1 ",COLEGIO DE INFORMATICA CENINFAV
16-01-0912-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,"2A. CALLE 12-23, ZONA 4",79511459,MERCEDES JOSEFINA TORRES GALVEZ,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79511459,," 2 A .  C A L L E  1 2 - 2 3 ,  Z O N A  4 ",COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA
16-01-0913-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,"DIAGONAL 1 1-26, ZONA 1",59584790,MERCEDES JOSEFINA TORRES GALVEZ,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,59584790,," D I A G O N A L  1  1 - 2 6 ,  Z O N A  1 ",INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO
16-01-0915-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,"2A. CALLE 11-10, ZONA 2",79529830,MERCEDES JOSEFINA TORRES GALVEZ,AMERICA NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79529830,," 2 A .  C A L L E  1 1 - 1 0 ,  Z O N A  2 ",INSTITUTO MIXTO PRIVADO SANTO DOMINGO
16-01-0917-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3 14-11, ZONA 2",79513896,MERCEDES JOSEFINA TORRES GALVEZ,EDWIN ARMANDO CATUN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79513896,," D I A G O N A L  3  1 4 - 1 1 ,  Z O N A  2 ",INSTITUTO PRIVADO MIXTO MONJA BLANCA
16-01-0918-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DE NORTE,"3A. AVENIDA 8-32, ZONA 10",79417346,MERCEDES JOSEFINA TORRES GALVEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79417346,," 3 A . A V .  8 - 3 2 ,  Z O N A  1 0 ",LICEO PREUNIVERSITARIO DE NORTE
16-01-0919-46,16-031,ALTA VERAPAZ,COBAN,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4-55, ZONA 4",37058145,MERCEDES JOSEFINA TORRES GALVEZ,HENRI MARCO TULIO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,37058145,," 9 A . A V .  4 - 5 5 ,  Z O N A  4 ",LICEO MIXTO PARTICULAR SAN BENITO
16-01-0922-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,"3A. AVENIDA 5-12, ZONA 4",33857209,MERCEDES JOSEFINA TORRES GALVEZ,ERICK FERNANDO CHOC GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,33857209,," 3 A . A V .  5 - 1 2 ,  Z O N A  4 ",COLEGIO LA LIBERTAD
16-01-0926-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2A. CALLE 1-99 ZONA 4 COBAN,45282976,RUDY ADOLFO TOT OCH,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,45282976,, 2 A .  C A L L E  1 - 9 9  Z O N A  4  C O B A N ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
16-01-0927-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2A. CALLE 1-99 ZONA 4,45282976,RUDY ADOLFO TOT OCH,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,45282976,, 2 A .  C A L L E  1 - 9 9  Z O N A  4 ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
16-01-1172-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,6A. CALLE 2-06 ZONA 8 PERIFERICO SUR COBAN,,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,,, 6 A .  C A L L E  2 - 0 6  Z O N A  8  P E R I F E R I C O  S U R  C O B A N ,COLEGIO PARTICULAR MIXTO CARLOS V
16-01-1173-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,6A. CALLE 2-06 ZONA 8 PERIFERICO SUR COBAN,,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,,, 6 A .  C A L L E  2 - 0 6  Z O N A  8  P E R I F E R I C O  S U R  C O B A N ,COLEGIO PARTICULAR MIXTO CARLOS V
16-01-1174-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1-06 ZONA 3,79510413,MERCEDES JOSEFINA TORRES GALVEZ,ASTRID YADIRA MARROQUIN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79510413,, 5 A .  C A L L E  1 - 0 6  Z O N A  3 ,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN
16-01-1175-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5TA. CALLE 1-06 ZONA 3,79520414,MERCEDES JOSEFINA TORRES GALVEZ,ASTRID YADIRA MARROQUIN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79520414,, 5 T A .  C A L L E  1 - 0 6  Z O N A  3 ,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN
16-01-1176-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,2A. CALLE 11-10 ZONA 2,79529830,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,ALTA VERAPAZ,79529830,, 2 A .  C A L L E  1 1 - 1 0  Z O N A  2 ,INSTITUTO MIXTO PRIVADO SANTO DOMINGO
16-01-1177-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO SANTO DOMINGO,2A. CALLE 11-10 ZONA 2,77231494,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,ALTA VERAPAZ,77231494,, 2 A .  C A L L E  1 1 - 1 0  Z O N A  2 ,INSTITUTO PRIVADO MIXTO SANTO DOMINGO
16-01-1259-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO DE TURISMO Y AVIACION DEL NORTE ITAN,3A. AVENIDA 5-28 ZONA 4,58633599,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,58633599,, 3 A . A V .  5 - 2 8  Z O N A  4 ,INSTITUTO DE TURISMO Y AVIACION DEL NORTE ITAN
16-01-1312-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,79511459,, 2 A .  C A L L E  1 2 - 2 3  Z O N A  4 ,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA
16-01-1313-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,79511459,, 2 A .  C A L L E  1 2 - 2 3  Z O N A  4 ,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA
16-01-1390-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,79511103,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,79511103,, 7 A .  C A L L E  1 - 1 3  Z O N A  3 ,LICEO MIGUEL ANGEL ASTURIAS
16-01-1393-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,2A. CALLE 6-41 ZONA 4,79417346,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,79417346,, 2 A .  C A L L E  6 - 4 1  Z O N A  4 ,LICEO PREUNIVERSITARIO DEL NORTE
16-01-1394-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3, 14-11 ZONA 2",79513896,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79513896,," D I A G O N A L  3 ,  1 4 - 1 1  Z O N A  2 ",INSTITUTO PRIVADO MIXTO MONJA BLANCA
16-01-1401-46,16-006,ALTA VERAPAZ,COBAN,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-,COBAN,52182313,EFRAIN CAAL CUC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ,52182313,, C O B A N ,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-
16-01-1468-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO NUESTRA SEÑORA DE LA ESPERANZA,COLONIA EL ESFUERZO I ZONA 12,79510207,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79510207,, C O L O N I A  E L  E S F U E R Z O  I  Z O N A  1 2 ,COLEGIO NUESTRA SEÑORA DE LA ESPERANZA
16-01-1469-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79511459,, 2 A .  C A L L E  1 2 - 2 3  Z O N A  4 ,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA
16-01-1491-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,BARRIO LA LIBERTAD ZONA 10,79511439,MERCEDES JOSEFINA TORRES GALVEZ,ERICK FERNANDO CHOC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511439,, B A R R I O  L A  L I B E R T A D  Z O N A  1 0 ,COLEGIO LA LIBERTAD
16-01-2156-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A. CALLE 1-98 ZONA 3,57101061,MERCEDES JOSEFINA TORRES GALVEZ,HECTOR WALDEMAR TOT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,57101061,, 5 A .  C A L L E  1 - 9 8  Z O N A  3 ,COLEGIO PARTICULAR MIXTO IMPERIAL
16-01-2171-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO NUEVOS HORIZONTES,"6A. AVENIDA 1-15, ZONA 4",,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,,," 6 A . A V .  1 - 1 5 ,  Z O N A  4 ",INSTITUTO MIXTO NUEVOS HORIZONTES
16-01-2302-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3, 14-11 ZONA 2",79513896,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,79513896,," D I A G O N A L  3 ,  1 4 - 1 1  Z O N A  2 ",INSTITUTO PRIVADO MIXTO MONJA BLANCA
16-01-2947-46,,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ 'CARLOS V',5A. CALLE 1-98 ZONA 3,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,,, 5 A .  C A L L E  1 - 9 8  Z O N A  3 ,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ CARLOS V 
16-01-3041-46,16-005,ALTA VERAPAZ,COBAN,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,3AVENIDA 6-23 ZONA 11,79521468,RUDY ADOLFO TOT OCH,GUSTAVO ADOLFO SIERRA POP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79521468,, 3 A V .  6 - 2 3  Z O N A  1 1 ,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE
16-01-6190-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,79511103,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511103,, 7 A .  C A L L E  1 - 1 3  Z O N A  3 ,LICEO MIGUEL ANGEL ASTURIAS
16-01-6191-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511459,, 2 A .  C A L L E  1 2 - 2 3  Z O N A  4 ,COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA
16-01-7308-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,"5A. CALLE 1-98, ZONA 3.",79514226,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,79514226,," 5 A .  C A L L E  1 - 9 8 ,  Z O N A  3 . ",COLEGIO PARTICULAR MIXTO IMPERIAL
16-01-8294-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,79417346,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79417346,, 3 A . A V .  8 - 3 2  B A R R I O  L A  L I B E R T A D  Z O N A  1 0 ,LICEO PREUNIVERSITARIO DEL NORTE
16-01-8317-46,16-031,ALTA VERAPAZ,COBAN,LICEO DE COMPUTACION Y EDUCACION PARA EL HOGAR M.B.M.,3AV. 1-23 ZONA 4,79513444,MERCEDES JOSEFINA TORRES GALVEZ,MATILDE OCH CACAO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79513444,, 3 A V .  1 - 2 3  Z O N A  4 ,LICEO DE COMPUTACIÓN Y EDUCACION PARA EL HOGAR M.B.M.
16-01-8331-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,79417346,MERCEDES JOSEFINA TORRES GALVEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79417346,, 3 A . A V .  8 - 3 2  B A R R I O  L A  L I B E R T A D  Z O N A  1 0 ,LICEO PREUNIVERSITARIO DEL NORTE
16-01-8335-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12 AV. 2-12 ZONA 1,79545566,MERCEDES JOSEFINA TORRES GALVEZ,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79545566,, 1 2  A V .  2 - 1 2  Z O N A  1 ,COLEGIO DE INFORMATICA CENINFAV
16-01-8813-46,25-000,ALTA VERAPAZ,COBAN,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,ALTA VERAPAZ,,,<NA>,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER)
16-01-9067-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA NORMAL DE EDUCACION FISICA,CALZADA RABIN AJAU ZONA 11,79523686,RUDY ADOLFO TOT OCH,BERTA MARÍA MENDEZ RODRÍGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79523686,, C A L Z A D A  R A B I N  A J A U  Z O N A  1 1 ,ESCUELA NORMAL DE EDUCACION FISICA
16-01-9095-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12-23 ZONA 4,79511459,MERCEDES JOSEFINA TORRES GALVEZ,CARLOS ENRIQUE MONROY SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511459,, 2 A .  C A L L E  1 2 - 2 3  Z O N A  4 ,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA
16-01-9102-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO EVANGELICO NAZARENO,6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN,79511866,MERCEDES JOSEFINA TORRES GALVEZ,CINDY VIVIANA YAT MACZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79511866,, 6 A .  C A L L E  8 - 1 0  Z O N A  1 0  C E R R I T O  E L  C A R A C O L  C O B Á N ,COLEGIO MIXTO EVANGELICO NAZARENO
16-01-9260-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA DE FORMACION AGRICOLA,FINCA SAN JOSE LA COLONIA,52191386,RUDY ADOLFO TOT OCH,,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,52191386,, F I N C A  S A N  J O S E  L A  C O L O N I A ,ESCUELA DE FORMACION AGRICOLA
16-01-9544-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,3A. CALLE 7-07 ZONA 3,33836377,MERCEDES JOSEFINA TORRES GALVEZ,GIOVANY HENGSTENBERG,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,33836377,, 3 A .  C A L L E  7 - 0 7  Z O N A  3 ,COLEGIO BILINGÜE DE INFANTES
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12AV. 2-12 ZONA 1,79521765,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79521765,, 1 2 A V .  2 - 1 2  Z O N A  1 ,COLEGIO DE INFORMATICA CENINFAV
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM.209.5 ENTRADA A COBAN,77367402,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,77367402,, K M . 2 0 9 . 5  E N T R A D A  A  C O B A N ,COLEGIO PARTICULAR MIXTO VERAPAZ
16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,2A. CALLE 4-61 ZONA 4,79514754,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79514754,, 2 A .  C A L L E  4 - 6 1  Z O N A  4 ,LICEO PREUNIVERSITARIO DEL NORTE
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,79521633,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79521633,, 1 A . A V .  5 - 5 2  Z O N A  2 ,LICEO DR. RICARDO BRESSANI
16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG),6TA. AVENIDA 1-27 ZONA 4,79520175,MERCEDES JOSEFINA TORRES GALVEZ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79520175,, 6 T A . A V .  1 - 2 7  Z O N A  4 ,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG)
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,57767683,EFRAIN CAAL CUC,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,57767683,, B A R R I O  S A N T A  E L E N A ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS",50161328,EFRAIN CAAL CUC,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,50161328,,"  C A L L E  3  D E  M A Y O  2 - 6 7  Z O N A  2 ,  B A R R I O  S A N T O  T O M A S ",LICEO SANTA CRUZ
16-02-0053-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,COLEGIO FUTURO AMANECER,"CALLE 3 DE MAYO 2-70, ZONA 1",59984909,EFRAIN CAAL CUC,BLANCA FLORIDALMA QUEJ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,59984909,,"  C A L L E  3  D E  M A Y O  2 - 7 0 ,  Z O N A  1 ",COLEGIO FUTURO AMANECER
16-02-0055-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS",42035694,EFRAIN CAAL CUC,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,42035694,,"  C A L L E  3  D E  M A Y O  2 - 6 7 ,  B A R R I O  S A N T O  T O M A S ",LICEO SANTA CRUZ
